Date,District,Division,Latitude,Longitude,Temperature_2m_C,Temperature_Max_C,Temperature_Min_C,T2MDEW,Relative_Humidity_%,Precipitation_mm,Wind_Speed_m/s,WS10M,Wind_Direction_deg,Surface_Pressure_kPa,Solar_Radiation_kWh/m2,ALLSKY_SFC_LW_DWN,T2M_RANGE,QV2M
2024-08-21,Khulna,Khulna,22.8456,89.5403,28.16,29.36,27.06,27.37,95.34,11.68,2.7,4.0,214.6,100.4,10.48,38.27,2.3,22.87
2024-08-22,Khulna,Khulna,22.8456,89.5403,28.07,30.35,26.43,26.95,93.68,26.43,2.55,3.73,217.0,100.36,6.16,38.05,3.92,22.33
2024-08-23,Khulna,Khulna,22.8456,89.5403,27.76,29.77,25.93,26.53,93.04,29.81,1.71,2.54,146.9,100.36,7.63,38.04,3.84,21.77
2024-08-24,Khulna,Khulna,22.8456,89.5403,27.08,28.74,25.87,26.06,94.13,11.37,2.04,3.08,176.4,100.42,12.32,37.87,2.87,21.15
2024-08-25,Khulna,Khulna,22.8456,89.5403,27.08,29.57,25.11,25.7,92.29,76.49,1.47,2.23,205.4,100.24,5.04,37.48,4.46,20.74
2024-08-26,Khulna,Khulna,22.8456,89.5403,26.89,28.74,25.59,25.92,94.38,35.56,2.66,3.91,168.8,100.15,8.12,37.47,3.15,21.03
2024-08-27,Khulna,Khulna,22.8456,89.5403,26.95,29.57,24.79,25.56,92.24,9.07,1.65,2.52,148.5,100.48,10.62,37.47,4.78,20.52
2024-08-28,Khulna,Khulna,22.8456,89.5403,27.6,30.68,25.07,25.79,90.2,4.28,1.36,2.13,117.3,100.42,17.48,37.32,5.61,20.82
2024-08-29,Khulna,Khulna,22.8456,89.5403,27.98,31.1,25.37,25.98,89.18,1.18,1.46,2.26,139.3,100.33,22.01,37.27,5.73,21.08
2024-08-30,Khulna,Khulna,22.8456,89.5403,27.85,31.4,25.17,25.95,89.65,1.55,1.48,2.29,115.1,100.37,21.85,37.39,6.23,21.04
2024-08-31,Khulna,Khulna,22.8456,89.5403,28.25,31.29,25.71,26.6,91.04,2.81,2.06,3.16,130.2,100.4,19.11,37.84,5.58,21.86
2024-08-16,Kushtia,Khulna,23.9011,89.1099,27.93,30.17,26.16,26.28,90.86,10.49,2.0,2.97,102.2,100.12,15.6,38.11,4.01,21.5
2024-08-17,Kushtia,Khulna,23.9011,89.1099,27.89,30.77,25.87,26.04,89.88,5.27,3.02,4.25,55.3,100.17,19.52,37.88,4.9,21.18
2024-08-18,Kushtia,Khulna,23.9011,89.1099,27.5,29.61,25.74,26.25,92.91,16.93,4.03,5.67,57.1,100.22,8.02,38.22,3.87,21.45
2024-08-19,Kushtia,Khulna,23.9011,89.1099,27.62,29.28,26.15,26.31,92.6,8.74,2.66,3.75,66.3,100.05,10.42,38.28,3.13,21.55
2024-08-20,Kushtia,Khulna,23.9011,89.1099,28.55,31.41,26.14,26.79,90.44,10.16,3.15,4.43,223.9,100.16,15.5,38.39,5.27,22.16
2024-08-21,Kushtia,Khulna,23.9011,89.1099,28.25,30.27,26.89,26.92,92.56,21.25,1.85,2.61,217.7,100.27,10.76,38.29,3.38,22.3
2024-08-22,Kushtia,Khulna,23.9011,89.1099,28.31,30.68,26.64,26.77,91.56,37.54,2.31,3.26,243.3,100.23,9.19,38.33,4.04,22.12
2024-08-23,Kushtia,Khulna,23.9011,89.1099,27.67,29.36,26.16,26.59,93.78,28.97,2.63,3.72,121.2,100.32,14.05,38.06,3.2,21.86
2024-08-24,Kushtia,Khulna,23.9011,89.1099,27.47,29.36,25.98,26.32,93.44,8.92,2.66,3.8,142.8,100.35,16.87,37.69,3.38,21.51
2024-08-25,Kushtia,Khulna,23.9011,89.1099,26.99,28.85,25.64,25.64,92.37,42.39,1.78,2.56,102.8,100.19,8.81,37.64,3.21,20.67
2024-08-26,Kushtia,Khulna,23.9011,89.1099,26.87,28.6,25.36,25.98,94.75,9.02,4.06,5.73,113.2,100.09,8.82,37.67,3.24,21.13
2024-08-27,Kushtia,Khulna,23.9011,89.1099,27.52,30.71,25.05,25.72,90.12,2.65,2.26,3.24,135.9,100.42,12.86,37.52,5.66,20.73
2024-08-28,Kushtia,Khulna,23.9011,89.1099,27.75,30.5,25.24,25.01,85.58,2.92,1.12,1.67,149.1,100.37,18.89,37.04,5.26,19.87
2024-08-29,Kushtia,Khulna,23.9011,89.1099,28.72,31.4,26.0,25.67,83.78,1.3,0.85,1.19,134.5,100.27,22.93,37.48,5.4,20.72
2024-08-30,Kushtia,Khulna,23.9011,89.1099,28.27,30.63,26.16,26.25,88.94,4.19,1.14,1.72,156.2,100.32,20.16,37.52,4.47,21.41
2024-08-31,Kushtia,Khulna,23.9011,89.1099,28.1,30.35,25.66,26.57,91.56,1.48,2.08,3.07,138.7,100.36,19.08,37.56,4.69,21.83
2024-08-16,Magura,Khulna,23.4855,89.4198,28.11,30.45,26.29,26.53,91.37,6.78,2.02,3.02,90.5,100.1,15.6,38.11,4.16,21.82
2024-08-17,Magura,Khulna,23.4855,89.4198,27.93,30.84,26.13,26.22,90.69,5.31,2.48,3.57,51.3,100.14,19.52,37.88,4.71,21.41
2024-08-18,Magura,Khulna,23.4855,89.4198,27.65,29.6,25.79,26.6,93.99,27.55,3.74,5.39,50.6,100.15,8.02,38.22,3.81,21.93
2024-08-19,Magura,Khulna,23.4855,89.4198,27.53,28.8,26.51,26.42,93.59,18.27,2.2,3.21,63.1,100.04,10.42,38.28,2.29,21.69
2024-08-20,Magura,Khulna,23.4855,89.4198,28.49,31.51,26.08,26.78,90.67,8.13,2.65,3.84,218.7,100.24,15.5,38.39,5.43,22.13
2024-08-21,Magura,Khulna,23.4855,89.4198,28.25,30.02,26.87,27.2,94.02,17.32,2.15,3.17,221.0,100.31,10.76,38.29,3.15,22.67
2024-08-22,Magura,Khulna,23.4855,89.4198,28.26,30.75,26.54,26.85,92.19,33.53,2.47,3.57,229.2,100.28,9.19,38.33,4.21,22.21
2024-08-23,Magura,Khulna,23.4855,89.4198,27.72,29.68,25.96,26.59,93.58,23.31,2.1,3.07,129.0,100.31,14.05,38.06,3.72,21.86
2024-08-24,Magura,Khulna,23.4855,89.4198,27.21,28.73,25.98,26.13,93.77,9.94,2.18,3.25,162.1,100.37,16.87,37.69,2.75,21.25
2024-08-25,Magura,Khulna,23.4855,89.4198,27.12,29.36,25.49,25.65,91.83,69.54,0.96,1.47,129.1,100.19,8.81,37.64,3.87,20.69
2024-08-26,Magura,Khulna,23.4855,89.4198,26.87,28.96,25.59,26.0,94.94,19.25,2.85,4.14,138.5,100.09,8.82,37.67,3.37,21.17
2024-08-27,Magura,Khulna,23.4855,89.4198,27.22,30.33,24.77,25.62,91.16,5.46,1.93,2.87,139.6,100.43,12.86,37.52,5.56,20.61
2024-08-28,Magura,Khulna,23.4855,89.4198,27.61,30.61,25.03,25.31,87.74,4.35,1.17,1.83,125.8,100.38,18.89,37.04,5.58,20.23
2024-08-29,Magura,Khulna,23.4855,89.4198,28.37,31.51,25.7,26.11,87.85,1.74,1.21,1.83,140.9,100.28,22.93,37.48,5.81,21.26
2024-08-30,Magura,Khulna,23.4855,89.4198,27.98,31.15,25.47,26.0,89.24,2.88,1.2,1.87,140.2,100.33,20.16,37.52,5.68,21.1
2024-08-31,Magura,Khulna,23.4855,89.4198,28.09,30.38,25.64,26.64,91.97,2.24,2.0,3.05,131.0,100.36,19.08,37.56,4.74,21.93
2024-08-16,Meherpur,Khulna,23.7622,88.6318,28.31,31.24,26.15,26.42,89.83,7.75,1.87,2.82,95.1,100.06,15.14,38.15,5.09,21.69
2024-08-17,Meherpur,Khulna,23.7622,88.6318,28.17,31.76,25.27,25.84,87.65,5.26,2.71,3.91,48.5,100.12,20.64,37.95,6.49,20.95
2024-08-18,Meherpur,Khulna,23.7622,88.6318,27.82,30.75,25.72,26.08,90.54,10.62,3.7,5.31,46.0,100.19,7.78,38.33,5.03,21.25
2024-08-19,Meherpur,Khulna,23.7622,88.6318,28.12,30.59,26.1,26.14,89.27,7.07,2.59,3.69,50.3,100.01,14.01,38.37,4.49,21.34
2024-08-20,Meherpur,Khulna,23.7622,88.6318,28.83,32.01,25.88,26.66,88.53,5.86,1.94,2.82,264.5,100.12,17.74,38.37,6.13,22.0
2024-08-21,Meherpur,Khulna,23.7622,88.6318,28.31,30.19,26.41,26.6,90.66,6.7,1.76,2.54,265.0,100.21,15.79,38.39,3.78,21.89
2024-08-22,Meherpur,Khulna,23.7622,88.6318,28.33,31.11,26.14,26.4,89.67,27.77,1.81,2.63,304.7,100.2,13.0,38.25,4.97,21.64
2024-08-23,Meherpur,Khulna,23.7622,88.6318,27.74,29.57,26.09,26.45,92.73,31.65,1.94,2.86,115.0,100.24,11.58,38.47,3.48,21.69
2024-08-24,Meherpur,Khulna,23.7622,88.6318,27.41,29.08,25.9,26.14,92.82,9.25,1.56,2.33,145.8,100.27,14.36,37.66,3.18,21.29
2024-08-25,Meherpur,Khulna,23.7622,88.6318,26.96,29.27,25.17,25.49,91.79,32.02,1.58,2.35,92.1,100.13,9.65,37.58,4.1,20.5
2024-08-26,Meherpur,Khulna,23.7622,88.6318,27.09,29.38,25.61,26.01,93.8,12.45,2.84,4.13,107.0,99.98,5.01,37.98,3.77,21.19
2024-08-27,Meherpur,Khulna,23.7622,88.6318,27.57,30.9,25.1,25.66,89.64,4.57,2.48,3.6,127.1,100.34,9.82,38.03,5.8,20.67
2024-08-28,Meherpur,Khulna,23.7622,88.6318,27.23,29.3,25.05,24.93,87.54,3.02,1.44,2.15,134.4,100.31,19.56,37.41,4.25,19.8
2024-08-29,Meherpur,Khulna,23.7622,88.6318,28.47,31.4,24.82,25.34,83.4,0.67,1.07,1.52,116.5,100.21,21.86,37.46,6.58,20.34
2024-08-30,Meherpur,Khulna,23.7622,88.6318,28.52,30.69,25.94,26.11,86.99,2.56,1.08,1.67,142.0,100.26,19.04,37.63,4.75,21.26
2024-08-31,Meherpur,Khulna,23.7622,88.6318,28.41,31.54,25.39,26.44,89.39,1.67,1.9,2.87,131.6,100.28,19.34,37.77,6.15,21.68
2024-08-16,Narail,Khulna,23.1163,89.584,28.28,30.51,26.62,26.89,92.28,6.98,1.33,2.03,108.2,100.13,15.6,38.11,3.89,22.28
2024-08-17,Narail,Khulna,23.1163,89.584,27.83,30.45,26.24,26.3,91.55,8.34,2.07,3.05,52.8,100.15,19.52,37.88,4.21,21.51
2024-08-18,Narail,Khulna,23.1163,89.584,27.85,29.89,25.97,26.88,94.4,31.12,2.85,4.18,43.4,100.14,8.02,38.22,3.92,22.3
2024-08-19,Narail,Khulna,23.1163,89.584,27.6,28.95,26.66,26.69,94.76,35.64,1.76,2.65,113.2,100.07,10.42,38.28,2.29,22.05
2024-08-20,Narail,Khulna,23.1163,89.584,28.34,31.24,25.96,26.89,92.0,11.17,2.46,3.6,210.5,100.33,15.5,38.39,5.28,22.27
2024-08-21,Narail,Khulna,23.1163,89.584,28.16,29.36,27.06,27.37,95.34,11.68,2.7,4.0,214.6,100.4,10.76,38.29,2.3,22.87
2024-08-22,Narail,Khulna,23.1163,89.584,28.07,30.35,26.43,26.95,93.68,26.43,2.55,3.73,217.0,100.36,9.19,38.33,3.92,22.33
2024-08-23,Narail,Khulna,23.1163,89.584,27.76,29.77,25.93,26.53,93.04,29.81,1.71,2.54,146.9,100.36,14.05,38.06,3.84,21.77
2024-08-24,Narail,Khulna,23.1163,89.584,27.08,28.74,25.87,26.06,94.13,11.37,2.04,3.08,176.4,100.42,16.87,37.69,2.87,21.15
2024-08-25,Narail,Khulna,23.1163,89.584,27.08,29.57,25.11,25.7,92.29,76.49,1.47,2.23,205.4,100.24,8.81,37.64,4.46,20.74
2024-08-26,Narail,Khulna,23.1163,89.584,26.89,28.74,25.59,25.92,94.38,35.56,2.66,3.91,168.8,100.15,8.82,37.67,3.15,21.03
2024-08-27,Narail,Khulna,23.1163,89.584,26.95,29.57,24.79,25.56,92.24,9.07,1.65,2.52,148.5,100.48,12.86,37.52,4.78,20.52
2024-08-28,Narail,Khulna,23.1163,89.584,27.6,30.68,25.07,25.79,90.2,4.28,1.36,2.13,117.3,100.42,18.89,37.04,5.61,20.82
2024-08-29,Narail,Khulna,23.1163,89.584,27.98,31.1,25.37,25.98,89.18,1.18,1.46,2.26,139.3,100.33,22.93,37.48,5.73,21.08
2024-08-30,Narail,Khulna,23.1163,89.584,27.85,31.4,25.17,25.95,89.65,1.55,1.48,2.29,115.1,100.37,20.16,37.52,6.23,21.04
2024-08-31,Narail,Khulna,23.1163,89.584,28.25,31.29,25.71,26.6,91.04,2.81,2.06,3.16,130.2,100.4,19.08,37.56,5.58,21.86
2024-08-16,Satkhira,Khulna,22.7185,89.0705,28.11,29.62,26.83,27.01,93.76,9.99,0.93,1.54,177.1,100.13,12.91,38.16,2.79,22.45
2024-08-17,Satkhira,Khulna,22.7185,89.0705,27.63,29.15,26.46,26.52,93.68,15.35,1.83,2.77,35.9,100.12,19.98,37.83,2.69,21.81
2024-08-18,Satkhira,Khulna,22.7185,89.0705,28.08,30.41,26.07,26.97,93.75,29.03,1.58,2.37,16.7,100.12,7.42,38.5,4.34,22.43
2024-08-19,Satkhira,Khulna,22.7185,89.0705,27.71,29.0,26.66,27.0,95.83,48.5,1.59,2.52,215.4,100.08,5.99,38.29,2.34,22.46
2024-08-20,Satkhira,Khulna,22.7185,89.0705,28.13,30.48,25.97,26.96,93.36,19.26,1.91,3.01,203.3,100.38,8.55,38.26,4.51,22.34
2024-08-21,Satkhira,Khulna,22.7185,89.0705,27.96,28.79,27.3,27.29,96.03,10.2,2.4,3.82,208.9,100.46,10.48,38.27,1.49,22.75
2024-08-22,Satkhira,Khulna,22.7185,89.0705,27.81,29.53,26.59,26.97,95.12,21.9,2.25,3.54,211.5,100.41,6.16,38.05,2.94,22.35
2024-08-23,Satkhira,Khulna,22.7185,89.0705,27.67,29.44,26.2,26.54,93.53,43.85,1.3,2.09,164.8,100.37,7.63,38.04,3.24,21.78
2024-08-24,Satkhira,Khulna,22.7185,89.0705,27.12,28.65,25.9,26.08,94.0,13.69,1.63,2.57,186.8,100.43,12.32,37.87,2.75,21.17
2024-08-25,Satkhira,Khulna,22.7185,89.0705,26.81,28.82,25.44,25.82,94.25,64.53,1.8,2.87,215.4,100.28,5.04,37.48,3.38,20.87
2024-08-26,Satkhira,Khulna,22.7185,89.0705,26.85,28.33,25.76,25.93,94.63,50.81,2.21,3.47,181.0,100.2,8.12,37.47,2.57,21.03
2024-08-27,Satkhira,Khulna,22.7185,89.0705,26.89,28.83,25.18,25.61,92.8,11.7,1.19,1.95,159.1,100.49,10.62,37.47,3.65,20.58
2024-08-28,Satkhira,Khulna,22.7185,89.0705,27.9,30.89,25.6,25.95,89.55,2.66,1.22,1.95,118.5,100.42,17.48,37.32,5.29,21.02
2024-08-29,Satkhira,Khulna,22.7185,89.0705,27.67,30.38,25.22,25.65,88.98,0.69,1.29,2.08,130.7,100.33,22.01,37.27,5.16,20.66
2024-08-30,Satkhira,Khulna,22.7185,89.0705,28.08,31.82,25.17,26.11,89.39,1.29,1.45,2.37,103.2,100.36,21.85,37.39,6.65,21.25
2024-08-31,Satkhira,Khulna,22.7185,89.0705,28.48,31.79,26.03,26.48,89.38,2.55,1.8,2.93,130.4,100.39,19.11,37.84,5.76,21.7
2024-08-16,Barguna,Barisal,22.159,90.1119,27.82,28.55,26.94,26.61,93.06,32.09,2.05,2.81,224.7,100.19,5.78,38.15,1.61,21.91
2024-08-17,Barguna,Barisal,22.159,90.1119,27.73,28.65,26.79,26.74,94.25,78.64,3.54,4.75,215.3,100.13,10.08,38.29,1.86,22.11
2024-08-18,Barguna,Barisal,22.159,90.1119,28.1,29.41,26.94,26.83,92.83,50.33,2.95,3.97,217.0,100.18,12.21,38.34,2.47,22.21
2024-08-19,Barguna,Barisal,22.159,90.1119,27.66,28.4,27.05,26.46,93.06,58.39,4.56,6.35,212.5,100.2,4.98,38.04,1.35,21.72
2024-08-20,Barguna,Barisal,22.159,90.1119,28.11,29.14,27.02,26.97,93.41,40.94,3.51,4.85,205.5,100.46,4.97,38.09,2.12,22.32
2024-08-21,Barguna,Barisal,22.159,90.1119,28.21,28.88,27.82,27.13,93.72,27.7,3.74,5.21,216.9,100.56,3.57,38.07,1.06,22.5
2024-08-22,Barguna,Barisal,22.159,90.1119,27.91,28.87,27.11,26.67,92.86,80.77,3.54,4.9,216.5,100.49,3.16,38.01,1.76,21.93
2024-08-23,Barguna,Barisal,22.159,90.1119,27.53,28.25,26.96,26.25,92.61,71.16,3.42,4.67,190.6,100.45,11.5,37.85,1.29,21.39
2024-08-24,Barguna,Barisal,22.159,90.1119,27.38,28.34,26.66,25.95,91.84,43.34,2.92,4.02,212.1,100.52,17.22,37.49,1.68,20.98
2024-08-25,Barguna,Barisal,22.159,90.1119,26.97,28.05,26.35,25.7,92.69,78.9,3.13,4.29,228.1,100.36,5.54,37.47,1.7,20.72
2024-08-26,Barguna,Barisal,22.159,90.1119,27.13,28.07,26.42,25.79,92.3,53.22,3.1,4.27,199.6,100.31,7.02,37.43,1.65,20.84
2024-08-27,Barguna,Barisal,22.159,90.1119,27.21,28.49,26.22,25.57,90.75,8.63,1.76,2.39,190.8,100.53,16.7,37.31,2.27,20.52
2024-08-28,Barguna,Barisal,22.159,90.1119,27.68,29.66,26.28,25.54,88.28,3.06,1.46,2.05,150.8,100.45,13.26,37.55,3.38,20.49
2024-08-29,Barguna,Barisal,22.159,90.1119,27.56,29.6,25.98,25.32,87.63,5.05,1.65,2.3,126.4,100.36,22.17,37.29,3.62,20.24
2024-08-30,Barguna,Barisal,22.159,90.1119,28.43,30.98,26.46,26.25,88.08,1.6,2.95,4.08,114.8,100.38,23.03,37.52,4.52,21.41
2024-08-31,Barguna,Barisal,22.159,90.1119,28.66,30.68,27.21,26.29,87.15,3.72,2.75,3.84,148.8,100.44,19.27,37.85,3.47,21.44
2024-08-16,Barisal,Barisal,22.701,90.3535,27.7,29.36,26.5,26.41,92.68,47.09,2.01,2.73,170.3,100.17,5.78,38.15,2.86,21.66
2024-08-17,Barisal,Barisal,22.701,90.3535,27.75,29.56,26.2,26.18,91.2,82.72,2.96,3.92,162.3,100.16,10.08,38.29,3.36,21.38
2024-08-18,Barisal,Barisal,22.701,90.3535,27.84,28.78,27.21,26.94,94.76,53.83,3.98,5.27,162.9,100.18,12.21,38.34,1.57,22.36
2024-08-19,Barisal,Barisal,22.701,90.3535,27.55,28.38,27.03,26.58,94.33,87.83,5.09,6.8,184.1,100.2,4.98,38.04,1.35,21.87
2024-08-20,Barisal,Barisal,22.701,90.3535,28.09,29.94,26.66,26.88,93.08,57.36,4.07,5.42,192.5,100.45,4.97,38.09,3.28,22.2
2024-08-21,Barisal,Barisal,22.701,90.3535,28.05,28.99,27.49,27.05,94.18,46.16,4.06,5.43,197.0,100.54,3.57,38.07,1.5,22.4
2024-08-22,Barisal,Barisal,22.701,90.3535,27.84,29.03,26.9,26.87,94.32,66.29,4.07,5.44,198.2,100.47,3.16,38.01,2.13,22.19
2024-08-23,Barisal,Barisal,22.701,90.3535,27.34,28.44,26.63,26.21,93.47,50.45,3.76,5.01,168.5,100.48,11.5,37.85,1.81,21.33
2024-08-24,Barisal,Barisal,22.701,90.3535,27.22,28.38,26.26,25.84,92.1,24.32,2.52,3.39,185.8,100.52,17.22,37.49,2.12,20.85
2024-08-25,Barisal,Barisal,22.701,90.3535,26.89,29.12,25.69,25.5,92.08,76.81,2.99,4.01,206.8,100.32,5.54,37.47,3.43,20.48
2024-08-26,Barisal,Barisal,22.701,90.3535,27.24,28.8,26.0,25.96,92.63,55.4,3.54,4.75,170.4,100.32,7.02,37.43,2.8,21.05
2024-08-27,Barisal,Barisal,22.701,90.3535,27.53,29.52,25.93,25.86,90.66,8.46,2.45,3.28,170.3,100.53,16.7,37.31,3.59,20.88
2024-08-28,Barisal,Barisal,22.701,90.3535,27.72,30.02,26.17,25.48,87.74,8.35,1.5,1.99,148.2,100.44,13.26,37.55,3.85,20.42
2024-08-29,Barisal,Barisal,22.701,90.3535,27.75,30.4,25.97,25.33,86.8,6.55,1.51,2.08,152.0,100.35,22.17,37.29,4.43,20.26
2024-08-30,Barisal,Barisal,22.701,90.3535,28.31,30.92,26.2,26.27,88.86,3.21,2.63,3.56,129.5,100.39,23.03,37.52,4.72,21.44
2024-08-31,Barisal,Barisal,22.701,90.3535,28.43,30.79,26.67,26.5,89.37,7.25,2.86,3.9,147.8,100.46,19.27,37.85,4.12,21.71
2024-08-16,Bhola,Barisal,22.6859,90.6482,27.7,29.36,26.5,26.41,92.68,47.09,2.01,2.73,170.3,100.17,5.78,38.15,2.86,21.66
2024-08-17,Bhola,Barisal,22.6859,90.6482,27.75,29.56,26.2,26.18,91.2,82.72,2.96,3.92,162.3,100.16,10.08,38.29,3.36,21.38
2024-08-18,Bhola,Barisal,22.6859,90.6482,27.84,28.78,27.21,26.94,94.76,53.83,3.98,5.27,162.9,100.18,12.21,38.34,1.57,22.36
2024-08-19,Bhola,Barisal,22.6859,90.6482,27.55,28.38,27.03,26.58,94.33,87.83,5.09,6.8,184.1,100.2,4.98,38.04,1.35,21.87
2024-08-20,Bhola,Barisal,22.6859,90.6482,28.09,29.94,26.66,26.88,93.08,57.36,4.07,5.42,192.5,100.45,4.97,38.09,3.28,22.2
2024-08-21,Bhola,Barisal,22.6859,90.6482,28.05,28.99,27.49,27.05,94.18,46.16,4.06,5.43,197.0,100.54,3.57,38.07,1.5,22.4
2024-08-22,Bhola,Barisal,22.6859,90.6482,27.84,29.03,26.9,26.87,94.32,66.29,4.07,5.44,198.2,100.47,3.16,38.01,2.13,22.19
2024-08-23,Bhola,Barisal,22.6859,90.6482,27.34,28.44,26.63,26.21,93.47,50.45,3.76,5.01,168.5,100.48,11.5,37.85,1.81,21.33
2024-08-24,Bhola,Barisal,22.6859,90.6482,27.22,28.38,26.26,25.84,92.1,24.32,2.52,3.39,185.8,100.52,17.22,37.49,2.12,20.85
2024-08-25,Bhola,Barisal,22.6859,90.6482,26.89,29.12,25.69,25.5,92.08,76.81,2.99,4.01,206.8,100.32,5.54,37.47,3.43,20.48
2024-08-26,Bhola,Barisal,22.6859,90.6482,27.24,28.8,26.0,25.96,92.63,55.4,3.54,4.75,170.4,100.32,7.02,37.43,2.8,21.05
2024-08-27,Bhola,Barisal,22.6859,90.6482,27.53,29.52,25.93,25.86,90.66,8.46,2.45,3.28,170.3,100.53,16.7,37.31,3.59,20.88
2024-08-28,Bhola,Barisal,22.6859,90.6482,27.72,30.02,26.17,25.48,87.74,8.35,1.5,1.99,148.2,100.44,13.26,37.55,3.85,20.42
2024-08-29,Bhola,Barisal,22.6859,90.6482,27.75,30.4,25.97,25.33,86.8,6.55,1.51,2.08,152.0,100.35,22.17,37.29,4.43,20.26
2024-08-30,Bhola,Barisal,22.6859,90.6482,28.31,30.92,26.2,26.27,88.86,3.21,2.63,3.56,129.5,100.39,23.03,37.52,4.72,21.44
2024-08-31,Bhola,Barisal,22.6859,90.6482,28.43,30.79,26.67,26.5,89.37,7.25,2.86,3.9,147.8,100.46,19.27,37.85,4.12,21.71
2024-08-16,Jhalokati,Barisal,22.6406,90.1987,27.8,29.42,26.36,26.72,93.85,21.09,1.33,2.0,173.7,100.14,5.78,38.15,3.06,22.06
2024-08-17,Jhalokati,Barisal,22.6406,90.1987,27.5,29.14,25.87,26.48,94.17,42.26,1.93,2.78,113.3,100.11,10.08,38.29,3.27,21.78
2024-08-18,Jhalokati,Barisal,22.6406,90.1987,27.94,30.06,26.3,26.85,93.8,31.53,2.03,2.92,147.1,100.11,12.21,38.34,3.76,22.25
2024-08-19,Jhalokati,Barisal,22.6406,90.1987,27.54,28.8,26.66,26.8,95.61,72.39,3.4,4.9,188.0,100.11,4.98,38.04,2.14,22.19
2024-08-20,Jhalokati,Barisal,22.6406,90.1987,28.01,30.22,26.03,26.91,93.7,33.63,2.81,4.06,199.6,100.39,4.97,38.09,4.19,22.28
2024-08-21,Jhalokati,Barisal,22.6406,90.1987,27.86,28.88,27.22,27.09,95.48,21.01,3.07,4.48,203.6,100.48,3.57,38.07,1.66,22.48
2024-08-22,Jhalokati,Barisal,22.6406,90.1987,27.72,29.31,26.4,26.86,94.96,35.56,2.97,4.31,207.7,100.42,3.16,38.01,2.91,22.2
2024-08-23,Jhalokati,Barisal,22.6406,90.1987,27.24,28.69,26.18,26.3,94.5,44.33,2.67,3.87,166.2,100.41,11.5,37.85,2.51,21.46
2024-08-24,Jhalokati,Barisal,22.6406,90.1987,27.25,29.07,26.01,26.01,92.95,18.81,2.36,3.47,180.8,100.47,17.22,37.49,3.06,21.08
2024-08-25,Jhalokati,Barisal,22.6406,90.1987,26.77,29.14,25.38,25.63,93.46,72.95,2.33,3.43,214.2,100.29,5.54,37.47,3.76,20.64
2024-08-26,Jhalokati,Barisal,22.6406,90.1987,26.68,28.07,25.51,25.7,94.26,49.93,2.85,4.15,172.5,100.26,7.02,37.43,2.56,20.74
2024-08-27,Jhalokati,Barisal,22.6406,90.1987,26.97,28.96,25.13,25.59,92.22,7.89,1.48,2.24,169.4,100.5,16.7,37.31,3.83,20.55
2024-08-28,Jhalokati,Barisal,22.6406,90.1987,27.65,30.79,25.48,25.7,89.43,4.04,1.37,2.05,128.2,100.43,13.26,37.55,5.31,20.7
2024-08-29,Jhalokati,Barisal,22.6406,90.1987,27.46,30.44,25.12,25.44,88.96,1.79,1.37,2.07,141.6,100.34,22.17,37.29,5.32,20.4
2024-08-30,Jhalokati,Barisal,22.6406,90.1987,28.13,31.79,25.44,26.14,89.26,1.52,2.01,2.98,118.9,100.38,23.03,37.52,6.35,21.29
2024-08-31,Jhalokati,Barisal,22.6406,90.1987,28.39,31.54,26.06,26.48,89.69,4.58,2.24,3.37,140.6,100.42,19.27,37.85,5.48,21.69
2024-08-16,Patuakhali,Barisal,22.3596,90.3298,27.7,29.36,26.5,26.41,92.68,47.09,2.01,2.73,170.3,100.17,5.78,38.15,2.86,21.66
2024-08-17,Patuakhali,Barisal,22.3596,90.3298,27.75,29.56,26.2,26.18,91.2,82.72,2.96,3.92,162.3,100.16,10.08,38.29,3.36,21.38
2024-08-18,Patuakhali,Barisal,22.3596,90.3298,27.84,28.78,27.21,26.94,94.76,53.83,3.98,5.27,162.9,100.18,12.21,38.34,1.57,22.36
2024-08-19,Patuakhali,Barisal,22.3596,90.3298,27.55,28.38,27.03,26.58,94.33,87.83,5.09,6.8,184.1,100.2,4.98,38.04,1.35,21.87
2024-08-20,Patuakhali,Barisal,22.3596,90.3298,28.09,29.94,26.66,26.88,93.08,57.36,4.07,5.42,192.5,100.45,4.97,38.09,3.28,22.2
2024-08-21,Patuakhali,Barisal,22.3596,90.3298,28.05,28.99,27.49,27.05,94.18,46.16,4.06,5.43,197.0,100.54,3.57,38.07,1.5,22.4
2024-08-22,Patuakhali,Barisal,22.3596,90.3298,27.84,29.03,26.9,26.87,94.32,66.29,4.07,5.44,198.2,100.47,3.16,38.01,2.13,22.19
2024-08-23,Patuakhali,Barisal,22.3596,90.3298,27.34,28.44,26.63,26.21,93.47,50.45,3.76,5.01,168.5,100.48,11.5,37.85,1.81,21.33
2024-08-24,Patuakhali,Barisal,22.3596,90.3298,27.22,28.38,26.26,25.84,92.1,24.32,2.52,3.39,185.8,100.52,17.22,37.49,2.12,20.85
2024-08-25,Patuakhali,Barisal,22.3596,90.3298,26.89,29.12,25.69,25.5,92.08,76.81,2.99,4.01,206.8,100.32,5.54,37.47,3.43,20.48
2024-08-26,Patuakhali,Barisal,22.3596,90.3298,27.24,28.8,26.0,25.96,92.63,55.4,3.54,4.75,170.4,100.32,7.02,37.43,2.8,21.05
